process_dt,ranking,cpu,manufacturer,gpu,score
2023-03-07,1,A16 Bionic,Apple,Apple GPU,99
2023-03-07,2,Snapdragon 8 Gen 2,Qualcomm,Adreno 740,96
2023-03-07,3,Dimensity 9200,MediaTek,Mali-G715 Immortalis MC11,95
2023-03-07,4,A15 Bionic,Apple,Apple GPU,94
2023-03-07,5,Dimensity 9000 Plus,MediaTek,Mali-G710 MC10,93
2023-03-07,6,Snapdragon 8 Plus Gen 1,Qualcomm,Adreno 730,93
2023-03-07,7,Dimensity 9000,MediaTek,Mali-G710,91
2023-03-07,8,Snapdragon 8 Gen 1,Qualcomm,Adreno 730,90
2023-03-07,9,A14 Bionic,Apple,Apple GPU,86
2023-03-07,10,Exynos 2200,Samsung,Samsung Xclipse 920,85
2023-03-07,11,Snapdragon 888 Plus,Qualcomm,Adreno 660,84
2023-03-07,12,Dimensity 8200,MediaTek,Mali-G610 MC6,83
2023-03-07,13,Dimensity 8100,MediaTek,Mali-G610 MC6,83
2023-03-07,14,Snapdragon 888,Qualcomm,Adreno 660,83
2023-03-07,15,Tensor G2,Google,Mali-G710 MP7,81
2023-03-07,16,Google Tensor,Google,Mali-G78 MP20,79
2023-03-07,17,Exynos 2100,Samsung,Mali-G78 MP14,78
2023-03-07,18,Kirin 9000,HiSilicon,Mali-G78 MP24,78
2023-03-07,19,A13 Bionic,Apple,Apple A13 Bionic GPU,77
2023-03-07,20,Dimensity 7200,MediaTek,Mali-G610 MC4,73
2023-03-07,21,Dimensity 8000,MediaTek,Mali-G610 MC6,72
2023-03-07,22,Snapdragon 870,Qualcomm,Adreno 650,72
2023-03-07,23,Kirin 9000E,HiSilicon,Mali-G78 MP22,72
2023-03-07,24,Exynos 1080,Samsung,Mali-G78 MP10,72
2023-03-07,25,Snapdragon 865 Plus,Qualcomm,Adreno 650,72
2023-03-07,26,Dimensity 1300,MediaTek,Mali-G77 MC9,71
2023-03-07,27,Dimensity 1200,MediaTek,Mali-G77 MC9,71
2023-03-07,28,Dimensity 1100,MediaTek,Mali-G77 MC9,68
2023-03-07,29,Snapdragon 865,Qualcomm,Adreno 650,68
2023-03-07,30,Exynos 990,Samsung,Mali-G77 MP11,66
2023-03-07,31,A12 Bionic,Apple,Apple A12 Bionic GPU,64
2023-03-07,32,Dimensity 1000 Plus,MediaTek,Mali-G77 MC9,63
2023-03-07,33,Snapdragon 860,Qualcomm,Adreno 640,62
2023-03-07,34,Snapdragon 855 Plus,Qualcomm,Adreno 640,62
2023-03-07,35,Snapdragon 7 Gen 1,Qualcomm,Adreno 644,61
2023-03-07,36,Kirin 990 (5G),HiSilicon,Mali G76 MP16,61
2023-03-07,37,Dimensity 930,MediaTek,IMG BXM-8-256,60
2023-03-07,38,Snapdragon 778G Plus,Qualcomm,Adreno 642L,59
2023-03-07,39,Snapdragon 780G,Qualcomm,Adreno 642,59
2023-03-07,40,Snapdragon 855,Qualcomm,Adreno 640,59
2023-03-07,41,Exynos 1380,Samsung,Mali-G68 MP5,58
2023-03-07,42,Snapdragon 778G,Qualcomm,Adreno 642L,58
2023-03-07,43,Kirin 990 (4G),HiSilicon,Mali G76 MP16,57
2023-03-07,44,Dimensity 1080,MediaTek,Mali-G68 MC4,56
2023-03-07,45,Dimensity 920,MediaTek,Mali-G68 MC4,56
2023-03-07,46,Exynos 9825,Samsung,Mali G76 MP12,56
2023-03-07,47,Dimensity 1000,MediaTek,Mali-G77 MP9,55
2023-03-07,48,Exynos 9820,Samsung,Mali G76 MP12,55
2023-03-07,49,Dimensity 1000L,MediaTek,Mali-G77 MC9,54
2023-03-07,50,Kirin 985,HiSilicon,Mali-G77 MP8,52
2023-03-07,51,Kirin 820,HiSilicon,Mali-G57 MP6,52
2023-03-07,52,Kirin 980,HiSilicon,Mali G76 MP10,52
2023-03-07,53,Exynos 1330,Samsung,Mali G68 MP2,51
2023-03-07,54,Dimensity 900,MediaTek,Mali-G68 MC4,51
2023-03-07,55,Exynos 1280,Samsung,Mali-G68 MP4,50
2023-03-07,56,Dimensity 820,MediaTek,Mali-G57 MC5,50
2023-03-07,57,Snapdragon 768G,Qualcomm,Adreno 620,50
2023-03-07,58,A11 Bionic,Apple,Apple GPU,50
2023-03-07,59,Snapdragon 845,Qualcomm,Adreno 630,48
2023-03-07,60,Snapdragon 695,Qualcomm,Adreno 619,47
2023-03-07,61,Dimensity 810,MediaTek,Mali-G57 MC2,46
2023-03-07,62,Exynos 980,Samsung,Mali G76 MP5,46
2023-03-07,63,Snapdragon 765G,Qualcomm,Adreno 620,46
2023-03-07,64,Snapdragon 765,Qualcomm,Adreno 620,46
2023-03-07,65,Dimensity 800U,MediaTek,Mali-G57 MC3,45
2023-03-07,66,Exynos 9810,Samsung,Mali-G72MP18,45
2023-03-07,67,Snapdragon 4 Gen 1,Qualcomm,Adreno 619,44
2023-03-07,68,Helio G99,MediaTek,Mali-G57 MC2,44
2023-03-07,69,Snapdragon 750G,Qualcomm,Adreno 619,44
2023-03-07,70,Kirin 810,HiSilicon,Mali-G52 MP6,44
2023-03-07,71,Exynos 880,Samsung,Mali G76 MP5,43
2023-03-07,72,Dimensity 800,MediaTek,Mali-G57 MC4,43
2023-03-07,73,Snapdragon 732G,Qualcomm,Adreno 618,42
2023-03-07,74,Dimensity 720,MediaTek,Mali-G57 MC3,42
2023-03-07,75,Dimensity 700,MediaTek,Mali-G57 MC2,41
2023-03-07,76,Helio G95,MediaTek,Mali-G76 3EEMC4,41
2023-03-07,77,Snapdragon 690,Qualcomm,Adreno 619L,41
2023-03-07,78,Helio G90,MediaTek,Mali-G76 MC4,41
2023-03-07,79,Snapdragon 720G,Qualcomm,Adreno 618,41
2023-03-07,80,Snapdragon 730G,Qualcomm,Adreno 618,41
2023-03-07,81,Snapdragon 480,Qualcomm,Adreno 619,40
2023-03-07,82,Snapdragon 730,Qualcomm,Adreno 618,40
2023-03-07,83,Helio G96,MediaTek,Mali G57 MC2,39
2023-03-07,84,Helio G90T,MediaTek,Mali-G76 MC4,39
2023-03-07,85,Snapdragon 835,Qualcomm,Adreno 540,39
2023-03-07,86,Snapdragon 480 Plus,Qualcomm,Adreno 619,38
2023-03-07,87,A10 Fusion,Apple,PowerVR GT7600,38
2023-03-07,88,Snapdragon 680,Qualcomm,Adreno 610,37
2023-03-07,89,Kirin 970,HiSilicon,Mali G72 MP12,37
2023-03-07,90,Exynos 8895,Samsung,Mali-G71 MP20,37
2023-03-07,91,Snapdragon 712,Qualcomm,Adreno 616,36
2023-03-07,92,Snapdragon 678,Qualcomm,Adreno 612,34
2023-03-07,93,Snapdragon 710,Qualcomm,Adreno 616,34
2023-03-07,94,Helio P90,MediaTek,PowerVR GM9446,33
2023-03-07,95,Tiger T618,Unisoc,ARM Mali-G52 MP2,32
2023-03-07,96,Snapdragon 675,Qualcomm,Adreno 612,32
2023-03-07,97,Helio G88,MediaTek,Mali-G52 MC2,31
2023-03-07,98,Helio G85,MediaTek,Mali-G52 MP2,31
2023-03-07,99,Helio P95,MediaTek,PowerVR GM9446,31
2023-03-07,100,Exynos 9611,Samsung,Mali-G72 MP3,31
2023-03-07,101,Apple A9,Apple,PowerVR GT7600,31
2023-03-07,102,Snapdragon 820,Qualcomm,Adreno 530,31
2023-03-07,103,Kirin 960,HiSilicon,Mali-G71 MP8,31
2023-03-07,104,Snapdragon 670,Qualcomm,Adreno 615,31
2023-03-07,105,Helio G80,MediaTek,Mali-G52 MP2,30
2023-03-07,106,Exynos 9609,Samsung,Mali-G72 MP3,30
2023-03-07,107,Snapdragon 821,Qualcomm,Adreno 530,30
2023-03-07,108,Tiger T616,Unisoc,Mali-G57 MP1,29
2023-03-07,109,Tiger T700,Unisoc,ARM Mali-G52 MC2,29
2023-03-07,110,Snapdragon 662,Qualcomm,Adreno 610,29
2023-03-07,111,Helio G70,MediaTek,Mali-G52 2EEMC2,29
2023-03-07,112,Kirin 710F,HiSilicon,Mali-G51 MP4,29
2023-03-07,113,Snapdragon 665,Qualcomm,Adreno 610,29
2023-03-07,114,Tiger T612,Unisoc,Mali-G57 MP1,28
2023-03-07,115,Kirin 710A,HiSilicon,Mali-G51 MP4,28
2023-03-07,116,Exynos 850,Samsung,Mali-G52 MP1,28
2023-03-07,117,Helio P65,MediaTek,Mali-G52 MC2,28
2023-03-07,118,Helio P70,MediaTek,Mali-G72 MP3,28
2023-03-07,119,Kirin 710,HiSilicon,Mali-G51 MP4,28
2023-03-07,120,Exynos 8890,Samsung,Mali-T880 MP12,28
2023-03-07,121,Exynos 9610,Samsung,Mali-G72 MP3,28
2023-03-07,122,Snapdragon 460,Qualcomm,Adreno 610,27
2023-03-07,123,Helio P60,MediaTek,Mali-G72 MP3,27
2023-03-07,124,Snapdragon 660,Qualcomm,Adreno 512,27
2023-03-07,125,Unisoc T606,Unisoc,Mali-G57 MP1,26
2023-03-07,126,Tiger T610,Unisoc,ARM Mali G52 MP2,26
2023-03-07,127,Exynos 7904,Samsung,Mali-G71 MP2,26
2023-03-07,128,Helio G37,MediaTek,PowerVR GE8320,25
2023-03-07,129,Snapdragon 636,Qualcomm,Adreno 509,25
2023-03-07,130,Snapdragon 632,Qualcomm,Adreno 506,25
2023-03-07,131,Helio G35,MediaTek,IMG PowerVR GE8320,24
2023-03-07,132,Exynos 7420,Samsung,Mali-T760 MP8,24
2023-03-07,133,Helio P35,MediaTek,IMG PowerVR GE8320,24
2023-03-07,134,Snapdragon 630,Qualcomm,Adreno 508,23
2023-03-07,135,Kirin 950,HiSilicon,Mali-T880 MP4,23
2023-03-07,136,Helio A25,MediaTek,PowerVR GE8320,22
2023-03-07,137,Helio G25,MediaTek,IMG PowerVR GE8320,22
2023-03-07,138,Exynos 7885,Samsung,Mali-G71 MP2,22
2023-03-07,139,Snapdragon 439,Qualcomm,Adreno 505,22
2023-03-07,140,Exynos 7872,Samsung,Mali-G71 MP1,22
2023-03-07,141,Kirin 955,HiSilicon,ARM Mali-T880 MP4,22
2023-03-07,142,Helio P23,MediaTek,Mali-G71 MP2,21
2023-03-07,143,Exynos 7884B,Samsung,Mali-G71 MP2,21
2023-03-07,144,Helio X20,MediaTek,Mali-T880 MP4,21
2023-03-07,145,Helio P22,MediaTek,PowerVR GE8320,21
2023-03-07,146,Snapdragon 450,Qualcomm,Adreno 506,21
2023-03-07,147,Helio A22,MediaTek,PowerVR GE8320,21
2023-03-07,148,Kirin 659,HiSilicon,Mali-T830 MP2	,20
2023-03-07,149,Kirin 658,HiSilicon,Mali-T830 MP2,20
2023-03-07,150,Snapdragon 429,Qualcomm,Adreno 504,20
2023-04-07,1,A16 Bionic,Apple,Apple GPU,98
2023-04-07,2,Snapdragon 8 Gen 2,Qualcomm,Adreno 740,96
2023-04-07,3,Dimensity 9200,MediaTek,Mali-G715 Immortalis MC11,95
2023-04-07,4,A15 Bionic,Apple,Apple GPU,94
2023-04-07,5,Dimensity 9000 Plus,MediaTek,Mali-G710 MC10,93
2023-04-07,6,Snapdragon 8 Plus Gen 1,Qualcomm,Adreno 730,93
2023-04-07,7,Dimensity 9000,MediaTek,Mali-G710,91
2023-04-07,8,Snapdragon 7 Plus Gen 2,Qualcomm,Adreno 725,90
2023-04-07,9,Snapdragon 8 Gen 1,Qualcomm,Adreno 730,90
2023-04-07,10,Snapdragon 888,Qualcomm,Adreno 660,86
2023-04-07,11,Exynos 2200,Samsung,Samsung Xclipse 920,85
2023-04-07,12,A14 Bionic,Apple,Apple GPU,85
2023-04-07,13,Dimensity 8200,MediaTek,Mali-G610 MC6,84
2023-04-07,14,Snapdragon 888 Plus,Qualcomm,Adreno 660,83
2023-04-07,15,Dimensity 8100,MediaTek,Mali-G610 MC6,82
2023-04-07,16,Tensor G2,Google,Mali-G710 MP7,81
2023-04-07,17,Google Tensor,Google,Mali-G78 MP20,78
2023-04-07,18,Exynos 2100,Samsung,Mali-G78 MP14,77
2023-04-07,19,Kirin 9000,HiSilicon,Mali-G78 MP24,77
2023-04-07,20,A13 Bionic,Apple,Apple A13 Bionic GPU,76
2023-04-07,21,Dimensity 8000,MediaTek,Mali-G610 MC6,72
2023-04-07,22,Snapdragon 870,Qualcomm,Adreno 650,72
2023-04-07,23,Kirin 9000E,HiSilicon,Mali-G78 MP22,72
2023-04-07,24,Exynos 1080,Samsung,Mali-G78 MP10,72
2023-04-07,25,Dimensity 1300,MediaTek,Mali-G77 MC9,71
2023-04-07,26,Dimensity 1200,MediaTek,Mali-G77 MC9,71
2023-04-07,27,Snapdragon 865 Plus,Qualcomm,Adreno 650,71
2023-04-07,28,Snapdragon 865,Qualcomm,Adreno 650,68
2023-04-07,29,Dimensity 1100,MediaTek,Mali-G77 MC9,67
2023-04-07,30,Dimensity 7200,MediaTek,Mali-G610 MC4,66
2023-04-07,31,Exynos 990,Samsung,Mali-G77 MP11,66
2023-04-07,32,A12 Bionic,Apple,Apple A12 Bionic GPU,64
2023-04-07,33,Dimensity 1000 Plus,MediaTek,Mali-G77 MC9,63
2023-04-07,34,Snapdragon 778G Plus,Qualcomm,Adreno 642L,62
2023-04-07,35,Snapdragon 860,Qualcomm,Adreno 640,62
2023-04-07,36,Snapdragon 855 Plus,Qualcomm,Adreno 640,62
2023-04-07,37,Snapdragon 7 Gen 1,Qualcomm,Adreno 644,61
2023-04-07,38,Kirin 990 (5G),HiSilicon,Mali G76 MP16,61
2023-04-07,39,Exynos 1380,Samsung,Mali-G68 MP5,59
2023-04-07,40,Snapdragon 780G,Qualcomm,Adreno 642,59
2023-04-07,41,Snapdragon 855,Qualcomm,Adreno 640,59
2023-04-07,42,Snapdragon 778G,Qualcomm,Adreno 642L,57
2023-04-07,43,Dimensity 1080,MediaTek,Mali-G68 MC4,56
2023-04-07,44,Dimensity 1050,MediaTek,Mali-G610 MC3,56
2023-04-07,45,Dimensity 920,MediaTek,Mali-G68 MC4,56
2023-04-07,46,Kirin 990 (4G),HiSilicon,Mali G76 MP16,56
2023-04-07,47,Dimensity 1000,MediaTek,Mali-G77 MP9,55
2023-04-07,48,Exynos 9825,Samsung,Mali G76 MP12,55
2023-04-07,49,Exynos 9820,Samsung,Mali G76 MP12,55
2023-04-07,50,Dimensity 1000L,MediaTek,Mali-G77 MC9,53
2023-04-07,51,Kirin 985,HiSilicon,Mali-G77 MP8,52
2023-04-07,52,Kirin 820,HiSilicon,Mali-G57 MP6,52
2023-04-07,53,Kirin 980,HiSilicon,Mali G76 MP10,52
2023-04-07,54,Dimensity 900,MediaTek,Mali-G68 MC4,51
2023-04-07,55,Exynos 1330,Samsung,Mali G68 MP2,50
2023-04-07,56,Dimensity 930,MediaTek,IMG BXM-8-256,50
2023-04-07,57,Exynos 1280,Samsung,Mali-G68 MP4,50
2023-04-07,58,Dimensity 820,MediaTek,Mali-G57 MC5,50
2023-04-07,59,Snapdragon 768G,Qualcomm,Adreno 620,50
2023-04-07,60,A11 Bionic,Apple,Apple GPU,50
2023-04-07,61,Snapdragon 845,Qualcomm,Adreno 630,48
2023-04-07,62,Snapdragon 695,Qualcomm,Adreno 619,47
2023-04-07,63,Dimensity 810,MediaTek,Mali-G57 MC2,46
2023-04-07,64,Exynos 980,Samsung,Mali G76 MP5,46
2023-04-07,65,Snapdragon 765G,Qualcomm,Adreno 620,46
2023-04-07,66,Dimensity 6020,MediaTek,Mali-G57 MC2,45
2023-04-07,67,Dimensity 800U,MediaTek,Mali-G57 MC3,45
2023-04-07,68,Snapdragon 765,Qualcomm,Adreno 620,45
2023-04-07,69,Exynos 9810,Samsung,Mali-G72MP18,45
2023-04-07,70,Snapdragon 4 Gen 1,Qualcomm,Adreno 619,44
2023-04-07,71,Helio G99,MediaTek,Mali-G57 MC2,44
2023-04-07,72,Snapdragon 750G,Qualcomm,Adreno 619,44
2023-04-07,73,Kirin 810,HiSilicon,Mali-G52 MP6,44
2023-04-07,74,Dimensity 800,MediaTek,Mali-G57 MC4,43
2023-04-07,75,Snapdragon 732G,Qualcomm,Adreno 618,42
2023-04-07,76,Dimensity 720,MediaTek,Mali-G57 MC3,42
2023-04-07,77,Exynos 880,Samsung,Mali G76 MP5,42
2023-04-07,78,Snapdragon 685,Qualcomm,Adreno 610,41
2023-04-07,79,Dimensity 700,MediaTek,Mali-G57 MC2,41
2023-04-07,80,Snapdragon 690,Qualcomm,Adreno 619L,41
2023-04-07,81,Helio G90,MediaTek,Mali-G76 MC4,41
2023-04-07,82,Snapdragon 720G,Qualcomm,Adreno 618,41
2023-04-07,83,Snapdragon 730G,Qualcomm,Adreno 618,41
2023-04-07,84,Snapdragon 480,Qualcomm,Adreno 619,40
2023-04-07,85,Helio G95,MediaTek,Mali-G76 3EEMC4,40
2023-04-07,86,Helio G96,MediaTek,Mali G57 MC2,39
2023-04-07,87,Helio G90T,MediaTek,Mali-G76 MC4,39
2023-04-07,88,Snapdragon 835,Qualcomm,Adreno 540,39
2023-04-07,89,Snapdragon 730,Qualcomm,Adreno 618,39
2023-04-07,90,Snapdragon 480 Plus,Qualcomm,Adreno 619,38
2023-04-07,91,A10 Fusion,Apple,PowerVR GT7600,38
2023-04-07,92,Snapdragon 680,Qualcomm,Adreno 610,37
2023-04-07,93,Kirin 970,HiSilicon,Mali G72 MP12,37
2023-04-07,94,Exynos 8895,Samsung,Mali-G71 MP20,37
2023-04-07,95,Snapdragon 712,Qualcomm,Adreno 616,36
2023-04-07,96,Snapdragon 678,Qualcomm,Adreno 612,34
2023-04-07,97,Snapdragon 710,Qualcomm,Adreno 616,34
2023-04-07,98,Helio P90,MediaTek,PowerVR GM9446,33
2023-04-07,99,Tiger T618,Unisoc,ARM Mali-G52 MP2,32
2023-04-07,100,Snapdragon 675,Qualcomm,Adreno 612,32
2023-04-07,101,Helio G88,MediaTek,Mali-G52 MC2,31
2023-04-07,102,Helio G85,MediaTek,Mali-G52 MP2,31
2023-04-07,103,Helio P95,MediaTek,PowerVR GM9446,31
2023-04-07,104,Exynos 9611,Samsung,Mali-G72 MP3,31
2023-04-07,105,Apple A9,Apple,PowerVR GT7600,31
2023-04-07,106,Snapdragon 820,Qualcomm,Adreno 530,31
2023-04-07,107,Kirin 960,HiSilicon,Mali-G71 MP8,31
2023-04-07,108,Snapdragon 670,Qualcomm,Adreno 615,31
2023-04-07,109,Helio G80,MediaTek,Mali-G52 MP2,30
2023-04-07,110,Exynos 9609,Samsung,Mali-G72 MP3,30
2023-04-07,111,Snapdragon 821,Qualcomm,Adreno 530,30
2023-04-07,112,Tiger T616,Unisoc,Mali-G57 MP1,29
2023-04-07,113,Tiger T700,Unisoc,ARM Mali-G52 MC2,29
2023-04-07,114,Snapdragon 662,Qualcomm,Adreno 610,29
2023-04-07,115,Helio G70,MediaTek,Mali-G52 2EEMC2,29
2023-04-07,116,Kirin 710F,HiSilicon,Mali-G51 MP4,29
2023-04-07,117,Snapdragon 665,Qualcomm,Adreno 610,29
2023-04-07,118,Tiger T612,Unisoc,Mali-G57 MP1,28
2023-04-07,119,Kirin 710A,HiSilicon,Mali-G51 MP4,28
2023-04-07,120,Exynos 850,Samsung,Mali-G52 MP1,28
2023-04-07,121,Helio P65,MediaTek,Mali-G52 MC2,28
2023-04-07,122,Helio P70,MediaTek,Mali-G72 MP3,28
2023-04-07,123,Kirin 710,HiSilicon,Mali-G51 MP4,28
2023-04-07,124,Exynos 8890,Samsung,Mali-T880 MP12,28
2023-04-07,125,Exynos 9610,Samsung,Mali-G72 MP3,28
2023-04-07,126,Snapdragon 460,Qualcomm,Adreno 610,27
2023-04-07,127,Helio P60,MediaTek,Mali-G72 MP3,27
2023-04-07,128,Snapdragon 660,Qualcomm,Adreno 512,27
2023-04-07,129,Helio G36,MediaTek,PowerVR GE8320,26
2023-04-07,130,Unisoc T606,Unisoc,Mali-G57 MP1,26
2023-04-07,131,Tiger T610,Unisoc,ARM Mali G52 MP2,26
2023-04-07,132,Exynos 7904,Samsung,Mali-G71 MP2,26
2023-04-07,133,Helio G37,MediaTek,PowerVR GE8320,25
2023-04-07,134,Snapdragon 636,Qualcomm,Adreno 509,25
2023-04-07,135,Snapdragon 632,Qualcomm,Adreno 506,25
2023-04-07,136,Helio G35,MediaTek,PowerVR GE8320,24
2023-04-07,137,Exynos 7420,Samsung,Mali-T760 MP8,24
2023-04-07,138,Helio P35,MediaTek,IMG PowerVR GE8320,24
2023-04-07,139,Snapdragon 630,Qualcomm,Adreno 508,23
2023-04-07,140,Kirin 950,HiSilicon,Mali-T880 MP4,23
2023-04-07,141,Helio A25,MediaTek,PowerVR GE8320,22
2023-04-07,142,Helio G25,MediaTek,IMG PowerVR GE8320,22
2023-04-07,143,Exynos 7885,Samsung,Mali-G71 MP2,22
2023-04-07,144,Snapdragon 439,Qualcomm,Adreno 505,22
2023-04-07,145,Exynos 7872,Samsung,Mali-G71 MP1,22
2023-04-07,146,Kirin 955,HiSilicon,ARM Mali-T880 MP4,22
2023-04-07,147,Helio P23,MediaTek,Mali-G71 MP2,21
2023-04-07,148,Exynos 7884B,Samsung,Mali-G71 MP2,21
2023-04-07,149,Helio X20,MediaTek,Mali-T880 MP4,21
2023-04-07,150,Helio P22,MediaTek,PowerVR GE8320,21
2023-05-07,1,A16 Bionic,Apple,Apple A16 GPU,99
2023-05-07,2,Snapdragon 8 Gen 2,Qualcomm,Adreno 740,97
2023-05-07,3,Dimensity 9200,MediaTek,Mali-G715 Immortalis MC11,96
2023-05-07,4,Dimensity 9000 Plus,MediaTek,Mali-G710 MC10,93
2023-05-07,5,Snapdragon 8 Plus Gen 1,Qualcomm,Adreno 730,93
2023-05-07,6,A15 Bionic,Apple,Apple A15 GPU,92
2023-05-07,7,Dimensity 9000,MediaTek,Mali-G710 MP10,91
2023-05-07,8,Snapdragon 7 Plus Gen 2,Qualcomm,Adreno 725,90
2023-05-07,9,Snapdragon 8 Gen 1,Qualcomm,Adreno 730,89
2023-05-07,10,Dimensity 8200,MediaTek,Mali-G610 MC6,85
2023-05-07,11,Exynos 2200,Samsung,Samsung Xclipse 920,85
2023-05-07,12,Snapdragon 888 Plus,Qualcomm,Adreno 660,85
2023-05-07,13,A14 Bionic,Apple,Apple GPU,85
2023-05-07,14,Tensor G2,Google,Mali-G710 MP7,83
2023-05-07,15,Dimensity 8100,MediaTek,Mali-G610 MC6,83
2023-05-07,16,Snapdragon 888,Qualcomm,Adreno 660,83
2023-05-07,17,Exynos 2100,Samsung,Mali-G78 MP14,79
2023-05-07,18,Dimensity 8000,MediaTek,Mali-G610 MC6,78
2023-05-07,19,Kirin 9000,HiSilicon,Mali-G78 MP24,78
2023-05-07,20,A13 Bionic,Apple,Apple A13 Bionic GPU,76
2023-05-07,21,Google Tensor,Google,Mali-G78 MP20,75
2023-05-07,22,Dimensity 1200,MediaTek,Mali-G77 MC9,73
2023-05-07,23,Exynos 1080,Samsung,Mali-G78 MP10,73
2023-05-07,24,Snapdragon 870,Qualcomm,Adreno 650,72
2023-05-07,25,Kirin 9000E,HiSilicon,Mali-G78 MP22,72
2023-05-07,26,Snapdragon 865 Plus,Qualcomm,Adreno 650,72
2023-05-07,27,Dimensity 1300,MediaTek,Mali-G77 MC9,71
2023-05-07,28,Dimensity 1100,MediaTek,Mali-G77 MC9,69
2023-05-07,29,Snapdragon 865,Qualcomm,Adreno 650,68
2023-05-07,30,Exynos 990,Samsung,Mali-G77 MP11,66
2023-05-07,31,Dimensity 7200,MediaTek,Mali-G610 MC4,65
2023-05-07,32,Dimensity 1000 Plus,MediaTek,Mali-G77 MC9,65
2023-05-07,33,A12 Bionic,Apple,Apple A12 Bionic GPU,64
2023-05-07,34,Snapdragon 7 Gen 1,Qualcomm,Adreno 644,63
2023-05-07,35,Snapdragon 782G,Qualcomm,Adreno 642L,62
2023-05-07,36,Snapdragon 778G Plus,Qualcomm,Adreno 642L,62
2023-05-07,37,Snapdragon 860,Qualcomm,Adreno 640,62
2023-05-07,38,Snapdragon 855 Plus,Qualcomm,Adreno 640,62
2023-05-07,39,Snapdragon 780G,Qualcomm,Adreno 642,61
2023-05-07,40,Kirin 990 (5G),HiSilicon,Mali-G76 MP16,60
2023-05-07,41,Snapdragon 855,Qualcomm,Adreno 640,59
2023-05-07,42,Exynos 1380,Samsung,Mali-G68 MP5,58
2023-05-07,43,Snapdragon 778G,Qualcomm,Adreno 642L,58
2023-05-07,44,Kirin 990 (4G),HiSilicon,Mali G76 MP16,57
2023-05-07,45,Dimensity 1050,MediaTek,Mali-G610 MC3,56
2023-05-07,46,Dimensity 920,MediaTek,Mali-G68 MC4,56
2023-05-07,47,Dimensity 1000,MediaTek,Mali-G77 MP9,56
2023-05-07,48,Exynos 9825,Samsung,Mali-G76 MP12,56
2023-05-07,49,Exynos 9820,Samsung,Mali-G76 MP12,56
2023-05-07,50,Dimensity 1080,MediaTek,Mali-G68 MC4,55
2023-05-07,51,Dimensity 1000L,MediaTek,Mali-G77 MC9,54
2023-05-07,52,Dimensity 900,MediaTek,Mali-G68 MC4,53
2023-05-07,53,Kirin 985,HiSilicon,Mali-G77 MP8,52
2023-05-07,54,Kirin 980,HiSilicon,Mali-G76 MP10,52
2023-05-07,55,Kirin 820,HiSilicon,Mali-G57 MP6,51
2023-05-07,56,A11 Bionic,Apple,Apple GPU,51
2023-05-07,57,Exynos 1330,Samsung,Mali G68 MP2,50
2023-05-07,58,Dimensity 930,MediaTek,IMG BXM-8-256,50
2023-05-07,59,Exynos 1280,Samsung,Mali-G68 MP4,50
2023-05-07,60,Dimensity 820,MediaTek,Mali-G57 MC5,50
2023-05-07,61,Snapdragon 768G,Qualcomm,Adreno 620,50
2023-05-07,62,Snapdragon 845,Qualcomm,Adreno 630,48
2023-05-07,63,Snapdragon 695,Qualcomm,Adreno 619,47
2023-05-07,64,Dimensity 810,MediaTek,Mali-G57 MC2,46
2023-05-07,65,Exynos 980,Samsung,Mali-G76 MP5,46
2023-05-07,66,Snapdragon 765G,Qualcomm,Adreno 620,46
2023-05-07,67,Dimensity 6020,MediaTek,Mali-G57 MC2,45
2023-05-07,68,Snapdragon 4 Gen 1,Qualcomm,Adreno 619,45
2023-05-07,69,Dimensity 800U,MediaTek,Mali-G57 MC3,45
2023-05-07,70,Snapdragon 765,Qualcomm,Adreno 620,45
2023-05-07,71,Exynos 9810,Samsung,Mali-G72 MP18,45
2023-05-07,72,Helio G99,MediaTek,Mali-G57 MC2,44
2023-05-07,73,Snapdragon 750G,Qualcomm,Adreno 619,44
2023-05-07,74,Kirin 810,HiSilicon,Mali-G52 MP6,44
2023-05-07,75,Exynos 880,Samsung,Mali-G76 MP5,43
2023-05-07,76,Dimensity 800,MediaTek,Mali-G57 MC4,43
2023-05-07,77,Dimensity 700,MediaTek,Mali-G57 MC2,42
2023-05-07,78,Snapdragon 732G,Qualcomm,Adreno 618,42
2023-05-07,79,Dimensity 720,MediaTek,Mali-G57 MC3,42
2023-05-07,80,Snapdragon 720G,Qualcomm,Adreno 618,42
2023-05-07,81,Snapdragon 690,Qualcomm,Adreno 619L,41
2023-05-07,82,Helio G90,MediaTek,Mali-G76 MC4,41
2023-05-07,83,Snapdragon 730G,Qualcomm,Adreno 618,41
2023-05-07,84,Snapdragon 480,Qualcomm,Adreno 619,40
2023-05-07,85,Snapdragon 730,Qualcomm,Adreno 618,40
2023-05-07,86,Snapdragon 480 Plus,Qualcomm,Adreno 619,39
2023-05-07,87,Helio G96,MediaTek,Mali-G57 MC2,39
2023-05-07,88,Helio G95,MediaTek,Mali-G76 3EEMC4,39
2023-05-07,89,Helio G90T,MediaTek,Mali-G76 MC4,39
2023-05-07,90,Snapdragon 835,Qualcomm,Adreno 540,39
2023-05-07,91,Exynos 8895,Samsung,Mali-G71 MP20,38
2023-05-07,92,Snapdragon 685,Qualcomm,Adreno 610,37
2023-05-07,93,Snapdragon 680,Qualcomm,Adreno 610,37
